AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BA (Hons) Marketing,K1098
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Accounting and Finance,K0949
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Accounting and Finance,K1085
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Banking and Finance,K0947
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Banking and Finance,K1086
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Business Psychology,K1100
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Business Psychology,K1101
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Digital Business and Technology Innovation,K1108
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) International Hospitality and Tourism Business Management,K1102
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) International Hospitality and Tourism Business Management,K1103
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sports Business Management,K0950
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sports Business Management,K0950
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sports Business Management,K0954
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sports Marketing Management,K0951
Association of MBAs (AMBA),Accredited by the Association of MBAs (AMBA).,(10004180) The Manchester Metropolitan University,BSc (Hons) Sports Marketing Management,K0958
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Accounting,BAACS_N423
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Accounting (with Foundation Year),BAFACS_N424
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Accounting and Finance,BAAFS_N420
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Accounting and Finance (with Foundation Year),BAFAFS_N421
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management,BABAMS_NN12
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management (Economics),BABAMES_N1L1
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management (Economics) (with Foundation Year),BAFBAMES_N1L2
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management (Finance),BABAMFS_N1N3
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management (Finance) (with Foundation Year),BAFBAMFS_N1N4
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management (with Foundation Year),BAFBAMS_N1N2
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Business and Management [2-year Accelerated Degree],BABAM2F_N200
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Events Management,BAEMS_N820
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Events Management (with Foundation Year),BAFEMS_N821
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Finance,BAFIS_NN23
Association to Advance Collegiate Schools of Business (AACSB),Accredited by the Association to Advance Collegiate Schools of Business (AACSB).,(10000824) Bournemouth University,BA (Hons) Finance (with Foundation Year),BAFAFS_NN24
